name,id,boe-occ-no,date-occ-issued,purpose,first-year-qualified
"Ferndale Repertory Theater, Inc. ",660771,4618,12/11/03,Charitable ,Unavl
Ferndale Senior Resource Agency ,2708564,24103,4/28/14,Charitable ,13-14
Fertile Groundworks ,3475777,23612,6/25/13,Charitable ,13-14
Festival of Arts of Laguna Beach ,159521,17160,3/28/06,Charitable ,99-00
"FFAH II Butterfield, LLC ",2.01518E+11,25661,2/8/16,Charitable ,16-17
"FFAH II Klimpel Manor, LLC ",2.01519E+11,25652,2/8/16,Charitable ,16-17
"FFAH Northgate Terrace, LLC ",2.01435E+11,25416,11/19/15,Charitable ,15-16
"FFAH Park Sunset, LLC ",2.01521E+11,25660,2/8/16,Charitable ,16-17
FFAH V - Yale Street LLC ,2.01027E+11,22393,5/27/11,Charitable ,12-Nov
"FH & HF - Torrance 1, L.L.C. ",2.00027E+11,18367,5/12/06,Charitable ,6-May
Fickett Towers ,633536,4619,12/11/03,Charitable ,Unavl
Fiddletown Community Center ,187755,17750,3/8/05,Charitable ,6-May
"Field Committee Corporation, The ",1993123,4621,12/11/03,Charitable ,Unavl
"Fiesta House Senior Housing, Inc. ",1975528,17501,9/27/04,Charitable ,3-Feb
"FIFE, LLC ",2.01025E+11,22525,3/4/11,Charitable ,12-Nov
Fifth Avenue Corporation ,1587125,4622,12/11/03,Charitable ,Unavl
"Fifth Church of Christ, Scientist, Long Beach, California ",247313,4623,12/11/03,Religious ,Unavl
"Fifth Church of Christ, Scientist, of San Francisco ",75168,4624,12/11/03,Religious ,Unavl
Figueroa Economical Housing Development Corporation ,1711803,14988,12/11/03,Charitable ,Unavl
FII-National ,2792762,20855,11/12/08,Charitable ,9-Aug
"Filipino Community of Alvarado & Vicinity, The ",266684,4631,12/11/03,Charitable ,Unavl
"Filipino Community of Sonoma County, Inc. ",663872,4633,12/11/03,Charitable ,Unavl
Filipino-American Community Services Agency ,1817233,4628,12/11/03,Charitable ,Unavl
"Filipino-American Council of San Francisco, Inc. ",588996,4634,5/11/04,Charitable ,2-Jan
Filipino-American Development Foundation ,2015061,18351,8/5/05,Charitable ,5-Apr
"Filipino-American Service Group, Incorporated ",1058003,4629,12/11/03,Charitable ,Unavl
"Filipinos for Affirmative Action, Inc. ",684837,4636,12/11/03,Charitable ,Unavl
Fillmore Christian Academy ,2546084,23503,12/10/13,Charitable ,7-Jun
Fillmore Lions Club Boys Scouts Foundation ,ASSOCIATION ,4637,12/11/03,Charitable ,Unavl
"Fillmore Senior Center, Inc. ",1244473,4638,12/11/03,Charitable ,Unavl
Film Arts Foundation ,775777,18385,9/21/07,Charitable ,4-Mar
Filoli Center ,763617,4641,12/11/03,Charitable ,Unavl
"Financial Planning Ministry, Inc. ",1643660,4642,12/11/03,Religious ,Unavl
"Fine Arts Museums Foundation, The ",462524,18593,12/2/05,Charitable ,6-May
"Finegold Trust, The ",TRUST ,4644,12/11/03,Charitable ,Unavl
"Finest City Performing Arts, Inc. ",1851352,19118,8/8/06,Charitable ,6-May
Finnish American Home Association ,636033,4645,12/11/03,Charitable ,Unavl
Firefighters Burn Institute ,695414,4650,1/9/06,Charitable ,4-Mar
"Firefighters for Christ, International ",868063,4649,12/11/03,Religious ,Unavl
"Firelight Media, Inc. ",2755928,20116,11/26/07,Charitable ,8-Jul
"Fireside Housing, LLC ",2.00511E+11,20684,10/3/08,Charitable ,8-Jul
First A. ME. Zion Church ,2666695,22835,9/16/11,Religious ,7-Jun
First African Methodist Episcopal Church of Los Angeles California ,17943,4651,12/11/03,Religious ,Unavl
First Assembly of God Church of Atascadero ,361315,4654,12/11/03,Religious ,Unavl
First Assembly of God Church of North Hollywood ,133286,5416,12/11/03,Religious ,Unavl
"First Assembly of God Church, of Fillmore California ",182794,15150,12/11/03,Charitable ,Unavl
"First Assembly of God of Arroyo Grande, California ",403311,4655,12/11/03,Religious ,Unavl
First Assembly of God of Bakersfield ,120272,4656,12/11/03,Charitable ,Unavl
First Assembly of God of Fremont ,372017,4657,12/11/03,Religious ,Unavl
First Assembly of God of Marina ,2476524,17293,6/23/04,Religious ,5-Apr
First Assembly of God of Merced ,201846,15314,12/11/03,Religious ,Unavl
First Assembly of God of Orland ,252908,24276,6/13/14,Religious ,13-14
First Assembly of God of Pomona ,128621,4659,12/11/03,Religious ,Unavl
First Assembly of God of San Luis Obispo ,196048,4660,12/11/03,Religious ,Unavl
"First Assembly of God of Santa Maria, California ",191467,4661,12/11/03,Religious ,Unavl
First Assembly of God of Vallejo ,128652,4662,12/11/03,Religious ,Unavl
"First Assembly of God of Ventura, California ",174235,23728,7/27/15,Religious ,13-Dec
First Assembly of God of Willow Creek ,433258,15237,12/11/03,Religious ,Unavl
"First Assembly of God, Montclair, California, Inc. ",483209,23762,6/25/13,Religious ,12-Nov
First Baptist Church Atascadero (Southern Affiliated) ,2472750,4663,12/11/03,Religious ,Unavl
First Baptist Church of Alameda ,261593,4664,12/11/03,Religious ,Unavl
"First Baptist Church of Albany, The ",187103,4665,12/11/03,Religious ,Unavl
First Baptist Church of Atascadero (Southern Affiliated) ,247275,14395,9/25/06,Religious ,6-May
"First Baptist Church of Berkeley, California ",59788,4667,12/11/03,Religious ,Unavl
"First Baptist Church of Bostonia, El Cajon ",716124,4668,12/11/03,Religious ,Unavl
First Baptist Church of Burlingame ,199750,4669,12/11/03,Charitable ,Unavl
"First Baptist Church of Cambria, California ",473024,22487,3/19/13,Religious ,10-Sep
"First Baptist Church of Carmichael, California ",229586,4672,12/11/03,Religious ,Unavl
First Baptist Church of Citrus Heights ,246818,4673,12/11/03,Religious ,Unavl
First Baptist Church of Clairemont ,320064,15913,12/11/03,Religious ,Unavl
"First Baptist Church of Cloverdale, California ",258831,19323,12/8/06,Religious ,7-Jun
First Baptist Church of Corona ,21892,4675,12/11/03,Religious ,Unavl
"First Baptist Church of Coronado, Inc. ",266602,15920,12/11/03,Religious ,Unavl
"First Baptist Church of Cupertino, California ",298494,4676,12/11/03,Religious ,Unavl
First Baptist Church of Del Cerro ,370096,4677,12/11/03,Religious ,Unavl
"First Baptist Church of El Segundo, California, Inc., The ",1019261,18605,2/23/06,Religious ,6-May
First Baptist Church of Elverta ,463888,4678,12/11/03,Religious ,Unavl
First Baptist Church of Fresno ,191776,4680,12/11/03,Religious ,Unavl
First Baptist Church of Fullerton ,35198,4681,12/11/03,Religious ,Unavl
"First Baptist Church of Lincoln, California ",267495,15539,12/11/03,Religious ,Unavl
"First Baptist Church of Lodi, California ",48259,18989,3/5/07,Religious ,7-Jun
First Baptist Church of Los Altos ,220987,15585,12/11/03,Religious ,Unavl
First Baptist Church of Los Angeles ,13622,4685,12/11/03,Religious ,Unavl
"First Baptist Church of Los Osos, California ",729899,4686,12/11/03,Religious ,Unavl
"First Baptist Church of Martinez, California ",170842,4688,12/11/03,Religious ,Unavl
First Baptist Church of Mill Valley ,217578,4690,12/11/03,Religious ,Unavl
First Baptist Church of Milpitas ,356620,4691,12/11/03,Religious ,Unavl
"First Baptist Church of Mira Mesa in San Diego, California ",627892,17911,5/5/05,Religious ,5-Apr
First Baptist Church of Montebello ,103072,20891,12/22/08,Religious ,9-Aug
First Baptist Church of Monterey ,2535587,19546,3/15/07,Religious ,5-Apr
First Baptist Church of Montrose ,192507,4693,12/11/03,Religious ,Unavl
First Baptist Church of Nipomo ,417093,4694,12/11/03,Religious ,Unavl
First Baptist Church of Oakland ,27575,4719,12/11/03,Religious ,Unavl
First Baptist Church of Ocean Beach ,96442,4696,12/11/03,Religious ,Unavl
"First Baptist Church of Oceanside, The ",21094,22870,9/26/11,Religious ,9-Aug
First Baptist Church of Ojai California ,683214,4697,12/11/03,Religious ,Unavl
First Baptist Church of Palo Alto ,123328,4698,12/11/03,Religious ,Unavl
First Baptist Church of Petaluma ,64446,18522,6/19/06,Religious ,6-May
"First Baptist Church of Pittsburgh, California ",92446,21417,9/10/10,Religious ,9-Aug
First Baptist Church of Pomona ,15061,4700,12/11/03,Religious ,Unavl
"First Baptist Church of Redlands, The ",17582,4701,12/11/03,Religious ,Unavl
First Baptist Church of Redwood Valley ,677201,18900,12/8/06,Religious ,3-Feb
"First Baptist Church of Rio Linda, California ",269171,4703,12/11/03,Religious ,Unavl
First Baptist Church of Sacramento ,112480,4704,12/11/03,Religious ,Unavl
First Baptist Church of San Anselmo ,213489,4705,12/11/03,Religious ,Unavl
First Baptist Church of San Carlos ,221123,4707,12/11/03,Religious ,Unavl
First Baptist Church of San Fernando ,1038580,4708,12/11/03,Religious ,Unavl
First Baptist Church of San Francisco ,380194,4709,12/11/03,Religious ,Unavl
First Baptist Church of San Luis Obispo ,16002,4711,12/11/03,Religious ,Unavl
"First Baptist Church of Santa Barbara, The ",119616,14413,12/11/03,Religious ,Unavl
First Baptist Church of Santa Cruz ,61483,4713,12/11/03,Religious ,Unavl
First Baptist Church of Simi Valley ,427650,22924,11/2/11,Religious ,12-Nov
"First Baptist Church of Sonoma, California ",228911,18819,12/4/07,Religious ,6-May
First Baptist Church of South Gate ,143315,4716,12/11/03,Religious ,Unavl
"First Baptist Church of St. Helena, California ",248809,4717,12/11/03,Religious ,Unavl
First Baptist Church of Stockton ,392870,4718,12/11/03,Religious ,Unavl
First Baptist Church of Tahoe City ,526715,22837,6/17/15,Religious ,15-16
First Baptist Church of Ukiah ,18575,17866,2/6/06,Religious ,2-Jan
First Baptist Church of Upland ,268389,19033,6/19/06,Religious ,2-Jan
"First Baptist Church of Ventura, California ",225555,23500,7/24/15,Religious ,12-Nov
First Baptist Church of Walnut Creek ,190998,17988,6/14/05,Religious ,4-Mar
"First Baptist Church of Watsonville, California, The ",217541,17816,2/3/05,Religious ,3-Feb
First Baptist Church of Willits ,103099,18052,6/8/05,Religious ,6-May
First Baptist Church of Yorba Linda ,466323,24461,8/15/14,Religious ,14-15
"First Baptist Church of Yucaipa, California ",101843,15025,12/11/03,Religious ,Unavl
"First Baptist Church, Carmel, California ",248387,24898,10/9/15,Religious ,14-15
"First Baptist Church, WestChester ",197855,20356,3/19/09,Religious ,8-Jul
First Bible Church of Simi Valley ,1740729,20995,1/5/09,Religious ,9-Aug
First Chinese Southern Baptist Church Corportation ,679704,21970,9/16/10,Religious ,5-Apr
First Chinese United Methodist Church ,1866825,23023,1/3/12,Religious ,12-Nov
First Choice Physician Partners ,3316812,24617,8/10/15,Charitable ,14-15
First Christian Church (Disciples of Christ) of Merced ,72744,17682,12/23/04,Religious ,4-Mar
First Christian Church of Antioch ,364649,4727,12/11/03,Religious ,Unavl
First Christian Church of Burbank ,206922,4728,12/11/03,Religious ,Unavl
First Christian Church of Compton ,109396,4729,12/11/03,Religious ,Unavl
First Christian Church of Fallbrook ,502445,4730,12/11/03,Religious ,Unavl
First Christian Church of Fullerton ,46225,4731,12/11/03,Religious ,Unavl
First Christian Church of Huntington Beach ,56507,17544,10/20/04,Religious ,5-Apr
"First Christian Church of Mission Viejo, The ",604659,14514,12/11/03,Religious ,Unavl
First Christian Church of National City ,352674,4733,12/11/03,Charitable ,Unavl
First Christian Church of Oakland ,166077,4734,12/11/03,Religious ,Unavl
"First Christian Church of Palo Alto, California, The ",32788,4735,12/11/03,Religious ,Unavl
First Christian Church of Redwood City ,188304,4736,12/11/03,Charitable ,Unavl
First Christian Church of San Bernardino ,123388,4738,12/11/03,Religious ,Unavl
First Christian Church of San Jose ,46755,4739,12/11/03,Religious ,Unavl
First Christian Church of San Leandro ,199982,4740,12/11/03,Religious ,Unavl
"First Christian Church of San Lorenzo, The ",201656,4741,12/11/03,Religious ,Unavl
First Christian Church of Santa Ana ,15559,4742,12/11/03,Religious ,Unavl
First Christian Church of the City of Sacramento ,18624,20576,5/12/09,Religious ,9-Aug
First Christian Church of Torrance ,163413,4745,12/11/03,Religious ,Unavl
First Christian Church of Vallejo ,51827,4746,12/11/03,Religious ,Unavl
First Christian Church of Ventura ,30166,4747,12/11/03,Religious ,Unavl
First Christian Church of Watsonville ,22010,4748,12/11/03,Religious ,Unavl
First Church Foundation ,342272,21163,6/17/09,Religious ,10-Sep
First Church of Christ Scientist Santa Monica ,26669,4837,12/11/03,Religious ,Unavl
"First Church of Christ Scientist, of Oceanside, California ",160198,4750,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist of Ontario ",74256,17136,6/7/05,Religious ,5-Apr
"First Church of Christ, Scientist of Oxnard, California ",66822,4812,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Altadena, California ",190603,4752,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Belvedere ",82858,4754,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Beverly Hills, California ",110809,4756,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Carlsbad-Vista, California ",142228,4759,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Carmichael ",305822,4760,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Chula Vista ",105306,4761,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Claremont ",2693670,4762,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Danville, California ",313137,4763,12/11/03,Charitable ,Unavl
"First Church of Christ, Scientist, Davis, California ",178286,4852,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Escondido ",65498,4765,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Fremont, California ",139665,4766,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Fullerton, California ",83879,4767,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Garberville ",285483,4768,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Glendale ",68801,4769,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Glendora, California ",100706,4770,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Hayward, California ",94218,4772,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Hemet, California ",75830,4773,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Huntington Beach ",82743,4775,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, in Alameda, California ",37740,4776,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, In Burlingame, California ",81285,4778,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, in Mountain View, California ",105018,4799,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, in Petaluma ",84576,4779,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, in Sacramento ",32452,4780,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, in Santa Rosa, California ",77529,4781,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Inglewood-Westchester ",253143,4782,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Irvine ",721824,4783,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, La Mesa, California ",112487,4784,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Laguna Beach ",126691,4785,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Livermore ",232178,4788,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Long Beach ",40794,4791,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Los Altos ",95599,4792,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Manhattan Beach, California ",314553,4793,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Menlo Park, California ",253524,4794,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Modesto ",85265,4797,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Monrovia ",751500,4798,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Novato ",311755,4800,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Oakland, California ",24872,4801,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, of Chico ",71912,4803,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, of Grass Valley, California ",484767,4804,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, of Merced, California ",70940,4805,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, of Monterey, Califiornia ",136060,21834,5/12/10,Religious ,11-Oct
"First Church of Christ, Scientist, of Paradise ",185101,4817,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, of San Mateo ",50603,4807,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Ojai, California ",193188,4808,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Orange, Santa Ana, California, The ",104732,4809,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Orinda ",184608,4810,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Oroville ",79941,4811,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Pacifica ",250132,4813,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Palm Springs, California ",200431,4814,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Palo Alto ",40988,21076,2/24/09,Religious ,9-Aug
"First Church of Christ, Scientist, Palos Verdes Peninsula, California ",306656,4816,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Pasadena ",2491,4818,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Piedmont ",118794,4819,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Pismo Beach ",189864,4820,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Pleasant Hill ",274073,4821,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Rancho Santa Fe ",248961,4824,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Redlands ",48825,4825,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, San Francisco ",15516,4830,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, San Jose ",119217,4831,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, San Marino, California ",207722,4833,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, San Rafael ",37642,4834,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Santa Barbara ",31429,4836,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Simi, California ",343800,4840,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Stockton, California ",35754,4842,12/11/03,Religious ,Unavl
"First Church of Christ, Scientist, Sunnyvale ",362317,4843,12/11/03,Religious ,Unavl
